Recency,Frequency,Monetary,Country,Churn
369,1,606.0500000000001,United Kingdom,1
15,7,1770.22,United Kingdom,0
26,1,152.95,United Kingdom,0
262,1,292.47,United Kingdom,1
17,13,4699.13,United Kingdom,0
91,2,424.34999999999997,United Kingdom,1
302,7,754.27,United Kingdom,1
26,5,1358.74,United Kingdom,0
364,1,256.32,United Kingdom,1
46,4,1048.28,United Kingdom,0
38,21,7205.33,United Kingdom,0
52,3,743.11,United Kingdom,0
32,1,603.75,United Kingdom,0
52,3,644.76,United Kingdom,0
79,5,2247.41,United Kingdom,0
53,1,174.0,United Kingdom,0
298,1,3.75,United Kingdom,1
177,1,323.0,United Kingdom,1
47,1,14.95,United Kingdom,0
29,7,2213.13,United Kingdom,0
11,7,1290.21,United Kingdom,0
87,17,7145.42,United Kingdom,0
5,18,6658.83,United Kingdom,0
38,2,836.06,United Kingdom,0
18,5,1515.9,United Kingdom,0
45,5,598.93,United Kingdom,0
31,1,1301.52,United Kingdom,0
373,1,140.5,United Kingdom,1
58,1,223.92000000000002,United Kingdom,0
372,1,148.8,United Kingdom,1
114,3,1475.43,United Kingdom,1
215,1,239.4,United Kingdom,1
319,1,106.83000000000001,United Kingdom,1
65,1,369.34000000000003,United Kingdom,0
8,3,785.79,United Kingdom,0
97,1,316.62,United Kingdom,1
20,3,1157.24,United Kingdom,0
199,1,609.85,United Kingdom,1
4,13,2790.9500000000003,United Kingdom,0
294,1,34.0,United Kingdom,1
273,2,1145.6,United Kingdom,1
31,11,5570.04,United Kingdom,0
48,3,478.09000000000003,United Kingdom,0
260,1,361.54,United Kingdom,1
58,5,732.1,United Kingdom,0
33,5,2242.61,United Kingdom,0
57,1,171.59,United Kingdom,0
68,4,661.52,United Kingdom,0
10,11,1681.51,United Kingdom,0
60,1,371.54,United Kingdom,0
80,2,222.62,United Kingdom,0
74,2,245.94,United Kingdom,0
2,22,10611.720000000001,United Kingdom,0
100,2,422.24,United Kingdom,1
372,1,311.25,United Kingdom,1
10,13,2267.9500000000003,United Kingdom,0
20,1,107.6,United Kingdom,0
123,2,594.39,United Kingdom,1
8,1,80.8,United Kingdom,0
4,6,1545.6200000000001,United Kingdom,0
29,7,1705.78,United Kingdom,0
282,2,110.38000000000001,United Kingdom,1
57,1,243.84,United Kingdom,0
1,10,1196.5,United Kingdom,0
365,1,414.88,United Kingdom,1
89,1,305.62,United Kingdom,0
11,1,1152.6,United Kingdom,0
163,4,1552.23,United Kingdom,1
65,1,332.3,United Kingdom,0
23,3,536.99,United Kingdom,0
174,2,460.59,United Kingdom,1
103,4,751.16,United Kingdom,1
143,3,1121.54,United Kingdom,1
99,2,288.42,United Kingdom,1
23,5,914.69,United Kingdom,0
192,1,309.54,United Kingdom,1
5,2,547.07,United Kingdom,0
361,1,479.35,United Kingdom,1
8,10,1616.9,United Kingdom,0
14,21,6416.7,United Kingdom,0
103,4,417.06,United Kingdom,1
3,9,1554.75,United Kingdom,0
11,11,3318.07,United Kingdom,0
96,1,494.61,United Kingdom,1
227,1,358.38,United Kingdom,1
16,2,460.64,United Kingdom,0
39,2,746.38,United Kingdom,0
51,1,341.7,United Kingdom,0
93,2,128.45,United Kingdom,1
157,1,197.22,United Kingdom,1
39,1,325.91,United Kingdom,0
184,3,197.15,United Kingdom,1
1,4,1106.53,United Kingdom,0
228,1,413.46,United Kingdom,1
128,2,180.85,United Kingdom,1
40,2,251.87,United Kingdom,0
31,11,3168.98,United Kingdom,0
197,2,417.8,United Kingdom,1
9,34,16418.19,United Kingdom,0
37,6,1880.38,United Kingdom,0
101,3,1264.19,United Kingdom,1
43,16,10184.65,United Kingdom,0
50,1,214.32,United Kingdom,0
43,1,193.44,United Kingdom,0
53,1,281.42,United Kingdom,0
187,1,124.57,United Kingdom,1
334,1,332.41,United Kingdom,1
4,3,342.45,United Kingdom,0
10,2,119.91,United Kingdom,0
24,2,328.4,United Kingdom,0
15,1,35.400000000000006,United Kingdom,0
369,1,375.69000000000005,United Kingdom,1
145,2,712.76,United Kingdom,1
60,2,173.76,United Kingdom,0
31,2,502.8,United Kingdom,0
141,3,207.73999999999998,United Kingdom,1
23,4,817.72,United Kingdom,0
22,6,2804.34,United Kingdom,0
77,3,545.38,United Kingdom,0
5,6,6787.92,United Kingdom,0
67,5,2091.53,United Kingdom,0
12,6,844.62,United Kingdom,0
84,1,13.3,United Kingdom,0
31,7,1491.43,United Kingdom,0
67,1,86.39999999999999,United Kingdom,0
67,3,705.12,United Kingdom,0
187,2,267.48,United Kingdom,1
38,2,429.84000000000003,United Kingdom,0
15,3,450.41,United Kingdom,0
35,1,192.32999999999998,United Kingdom,0
195,3,1578.67,United Kingdom,1
2,5,740.43,United Kingdom,0
1,5,496.09,United Kingdom,0
367,1,145.93,United Kingdom,1
65,1,202.27,United Kingdom,0
299,2,289.78,United Kingdom,1
26,3,502.53,United Kingdom,0
8,6,1271.06,United Kingdom,0
17,3,895.11,United Kingdom,0
116,1,1706.88,United Kingdom,1
29,1,363.2,United Kingdom,0
4,16,3618.7,United Kingdom,0
5,7,3033.6,United Kingdom,0
82,4,554.59,United Kingdom,0
29,5,925.0600000000001,United Kingdom,0
72,1,344.58,United Kingdom,0
4,8,1506.96,United Kingdom,0
29,11,2555.58,United Kingdom,0
290,1,113.44,United Kingdom,1
36,1,183.76,United Kingdom,0
9,6,516.68,United Kingdom,0
24,2,562.41,United Kingdom,0
277,1,391.52,United Kingdom,1
50,6,1068.82,United Kingdom,0
156,11,2592.25,United Kingdom,1
61,1,154.18,United Kingdom,0
12,19,7041.0,United Kingdom,0
21,3,829.89,United Kingdom,0
371,1,230.25,United Kingdom,1
116,3,240.65,United Kingdom,1
80,17,2812.7,United Kingdom,0
4,7,1295.39,United Kingdom,0
26,3,378.89,United Kingdom,0
5,21,4555.23,United Kingdom,0
53,1,150.23000000000002,United Kingdom,0
1,2,563.23,United Kingdom,0
55,2,921.03,United Kingdom,0
26,1,261.9,United Kingdom,0
9,4,1944.43,United Kingdom,0
52,3,3047.88,United Kingdom,0
13,9,1904.99,United Kingdom,0
212,3,815.73,United Kingdom,1
22,19,4349.82,United Kingdom,0
236,1,406.48,United Kingdom,1
139,3,388.22,United Kingdom,1
4,6,836.02,United Kingdom,0
57,3,1178.56,United Kingdom,0
135,3,1274.75,United Kingdom,1
109,2,167.61,United Kingdom,1
30,1,20.8,United Kingdom,0
1,9,2085.08,United Kingdom,0
185,4,512.67,United Kingdom,1
18,1,308.74,United Kingdom,0
239,2,416.64,United Kingdom,1
87,1,117.35000000000001,United Kingdom,0
39,3,507.05,United Kingdom,0
116,1,234.17,United Kingdom,1
187,1,110.55000000000001,United Kingdom,1
227,1,201.19,United Kingdom,1
8,7,2074.33,United Kingdom,0
189,1,319.02,United Kingdom,1
4,2,439.43,United Kingdom,0
39,3,647.48,United Kingdom,0
38,1,237.10999999999999,United Kingdom,0
267,1,251.51999999999998,United Kingdom,1
78,1,344.33,United Kingdom,0
4,6,1852.0,United Kingdom,0
255,2,922.46,United Kingdom,1
61,1,384.06,United Kingdom,0
13,7,1904.83,United Kingdom,0
88,2,4449.52,United Kingdom,0
17,10,5464.12,United Kingdom,0
30,2,298.0,United Kingdom,0
3,7,1600.8,United Kingdom,0
5,1,126.12,United Kingdom,0
7,6,881.25,United Kingdom,0
219,1,179.0,United Kingdom,1
11,5,1610.31,United Kingdom,0
30,6,1456.96,United Kingdom,0
288,3,702.0,United Kingdom,1
150,4,295.0,United Kingdom,1
23,2,484.82,United Kingdom,0
1,11,3972.57,United Kingdom,0
86,3,1493.73,United Kingdom,0
46,2,1222.74,United Kingdom,0
5,4,781.73,United Kingdom,0
51,6,887.9300000000001,United Kingdom,0
18,1,195.36,United Kingdom,0
30,1,270.9,United Kingdom,0
8,3,583.4300000000001,United Kingdom,0
29,3,1838.6100000000001,United Kingdom,0
3,20,8647.699999999999,United Kingdom,0
41,2,920.1,United Kingdom,0
11,4,1258.08,United Kingdom,0
31,1,71.0,United Kingdom,0
45,3,95.85,United Kingdom,0
61,3,357.77,United Kingdom,0
185,2,154.82999999999998,United Kingdom,1
79,6,877.5600000000001,United Kingdom,0
111,2,429.6,United Kingdom,1
64,1,146.87,United Kingdom,0
12,2,380.35,United Kingdom,0
86,3,908.6999999999999,United Kingdom,0
16,3,745.47,United Kingdom,0
246,2,433.53000000000003,United Kingdom,1
88,1,1267.32,United Kingdom,0
30,1,112.4,United Kingdom,0
138,1,449.73,United Kingdom,1
27,3,1071.49,United Kingdom,0
3,5,1036.58,United Kingdom,0
32,4,1735.18,United Kingdom,0
25,1,913.6800000000001,United Kingdom,0
113,3,314.44,United Kingdom,1
157,1,642.02,United Kingdom,1
85,3,1100.9,United Kingdom,0
118,3,900.35,United Kingdom,1
3,9,5432.93,United Kingdom,0
96,6,3185.64,United Kingdom,1
194,1,240.89000000000001,United Kingdom,1
28,1,399.09,United Kingdom,0
131,1,498.48,United Kingdom,1
28,5,1331.33,United Kingdom,0
82,3,1179.89,United Kingdom,0
30,5,3080.39,United Kingdom,0
266,1,208.8,United Kingdom,1
74,11,5231.2300000000005,United Kingdom,0
314,4,533.33,United Kingdom,1
21,7,1461.14,United Kingdom,0
59,3,855.45,United Kingdom,0
12,21,4552.14,United Kingdom,0
28,9,2707.7000000000003,United Kingdom,0
114,1,304.24,United Kingdom,1
28,9,2429.03,United Kingdom,0
18,4,1446.09,United Kingdom,0
18,4,829.12,United Kingdom,0
36,3,831.03,United Kingdom,0
36,2,384.03999999999996,United Kingdom,0
78,1,118.80000000000001,United Kingdom,0
22,2,287.62,United Kingdom,0
25,2,288.91,United Kingdom,0
33,2,1783.75,United Kingdom,0
109,3,1405.78,United Kingdom,1
35,2,2747.9900000000002,United Kingdom,0
123,5,1562.4,United Kingdom,1
7,6,2020.03,United Kingdom,0
28,4,1980.96,United Kingdom,0
4,7,1974.65,United Kingdom,0
3,9,3822.76,United Kingdom,0
50,4,1770.03,United Kingdom,0
322,1,302.0,United Kingdom,1
23,3,1324.16,United Kingdom,0
15,4,1022.13,United Kingdom,0
2,8,939.42,Spain,0
18,2,971.74,United Kingdom,0
10,4,1621.73,United Kingdom,0
262,1,25.5,United Kingdom,1
159,2,667.78,United Kingdom,1
33,6,10670.36,United Kingdom,0
29,6,881.29,United Kingdom,0
165,1,163.29999999999998,United Kingdom,1
47,1,231.61,United Kingdom,0
6,8,799.12,United Kingdom,0
8,3,837.5,United Kingdom,0
288,1,116.19999999999999,United Kingdom,1
318,1,157.02,United Kingdom,1
3,2,606.86,United Kingdom,0
233,1,307.46,United Kingdom,1
119,1,138.32,United Kingdom,1
162,1,345.29999999999995,United Kingdom,1
185,1,294.24,United Kingdom,1
50,1,238.5,United Kingdom,0
152,5,989.45,United Kingdom,1
335,1,157.09,United Kingdom,1
5,5,2458.17,United Kingdom,0
16,7,3680.2400000000002,United Kingdom,0
107,2,413.2,United Kingdom,1
16,7,999.63,United Kingdom,0
276,1,380.5,United Kingdom,1
16,12,10379.67,United Kingdom,0
247,1,424.12,United Kingdom,1
239,1,398.95,United Kingdom,1
1,2,953.77,United Kingdom,0
106,3,609.6800000000001,United Kingdom,1
23,4,1714.59,United Kingdom,0
52,1,124.88,United Kingdom,0
195,3,1689.5,United Kingdom,1
24,1,213.78,United Kingdom,0
75,1,329.34,United Kingdom,0
18,2,251.70000000000002,United Kingdom,0
8,2,319.0,United Kingdom,0
32,3,1266.97,United Kingdom,0
22,3,1541.76,United Kingdom,0
31,6,3517.93,United Kingdom,0
29,10,1715.46,United Kingdom,0
22,2,293.1,United Kingdom,0
33,7,2466.35,United Kingdom,0
284,1,158.68,United Kingdom,1
39,2,206.34,United Kingdom,0
58,2,835.78,United Kingdom,0
289,1,224.91,United Kingdom,1
79,1,317.76,United Kingdom,0
5,8,3766.6,United Kingdom,0
218,1,59.9,United Kingdom,1
44,4,1398.69,United Kingdom,0
202,1,306.13,United Kingdom,1
178,3,711.79,United Kingdom,1
56,4,783.97,United Kingdom,0
57,2,226.72,United Kingdom,0
8,6,3337.31,United Kingdom,0
47,2,144.0,United Kingdom,0
227,1,203.95,United Kingdom,1
11,7,2474.23,United Kingdom,0
106,2,383.75,United Kingdom,1
59,2,264.69,United Kingdom,0
28,7,2090.68,United Kingdom,0
36,7,1626.8200000000002,United Kingdom,0
274,2,257.57,United Kingdom,1
30,1,1013.01,United Kingdom,0
24,3,692.22,United Kingdom,0
54,1,289.78,United Kingdom,0
36,6,3524.32,United Kingdom,0
175,4,1552.56,United Kingdom,1
54,1,338.0,United Kingdom,0
53,1,204.24,United Kingdom,0
27,8,2282.17,United Kingdom,0
253,1,226.85,United Kingdom,1
40,7,2756.23,United Kingdom,0
60,6,989.07,United Kingdom,0
234,1,113.5,United Kingdom,1
4,10,1951.97,United Kingdom,0
32,1,114.23,United Kingdom,0
24,14,3183.55,United Kingdom,0
7,2,334.78000000000003,United Kingdom,0
65,1,328.65,United Kingdom,0
310,2,396.84,United Kingdom,1
309,1,393.49,United Kingdom,1
19,6,947.32,United Kingdom,0
16,8,1906.09,United Kingdom,0
96,2,318.76,United Kingdom,1
264,8,3636.41,United Kingdom,1
12,10,3124.72,United Kingdom,0
3,2,417.77,United Kingdom,0
35,1,190.88,United Kingdom,0
183,1,149.89000000000001,United Kingdom,1
25,2,550.06,United Kingdom,0
13,6,914.13,United Kingdom,0
11,2,314.69,United Kingdom,0
3,17,3707.1,United Kingdom,0
313,1,382.5,United Kingdom,1
108,2,1135.04,United Kingdom,1
1,26,8531.55,United Kingdom,0
53,1,954.9,United Kingdom,0
205,1,171.45,United Kingdom,1
15,1,276.09000000000003,United Kingdom,0
120,1,318.65,United Kingdom,1
4,2,376.97,United Kingdom,0
363,1,269.83,United Kingdom,1
117,2,348.91,United Kingdom,1
18,1,177.26,United Kingdom,0
5,2,272.09,United Kingdom,0
41,2,291.48,United Kingdom,0
107,2,240.0,United Kingdom,1
148,2,581.23,United Kingdom,1
52,5,1253.3600000000001,United Kingdom,0
208,1,63.440000000000005,United Kingdom,1
139,2,550.01,United Kingdom,1
2,3,296.58,United Kingdom,0
127,2,317.2,United Kingdom,1
108,4,459.8,United Kingdom,1
42,4,2148.63,United Kingdom,0
35,1,107.82,United Kingdom,0
228,2,1065.3500000000001,United Kingdom,1
241,1,221.04,United Kingdom,1
58,1,177.82999999999998,United Kingdom,0
130,3,1326.38,United Kingdom,1
60,6,1647.48,United Kingdom,0
22,1,151.37,United Kingdom,0
26,7,1037.06,United Kingdom,0
9,7,1412.63,United Kingdom,0
32,3,931.02,United Kingdom,0
4,2,513.01,United Kingdom,0
308,1,550.8000000000001,United Kingdom,1
8,9,1804.01,United Kingdom,0
29,3,547.0,United Kingdom,0
17,1,128.18,United Kingdom,0
101,2,498.42,United Kingdom,1
12,4,656.61,United Kingdom,0
21,1,163.24,United Kingdom,0
15,5,1135.63,United Kingdom,0
361,1,248.04,United Kingdom,1
11,19,6652.99,United Kingdom,0
95,1,82.75,United Kingdom,1
78,2,1321.25,United Kingdom,0
139,3,644.3,United Kingdom,1
31,1,2328.84,United Kingdom,0
25,8,2507.04,United Kingdom,0
2,38,6166.81,United Kingdom,0
46,3,2068.8,United Kingdom,0
100,3,1200.6200000000001,United Kingdom,1
8,2,657.16,United Kingdom,0
15,7,906.52,United Kingdom,0
18,4,976.43,United Kingdom,0
280,1,96.8,United Kingdom,1
14,2,523.11,United Kingdom,0
23,2,363.9,United Kingdom,0
124,1,175.2,United Kingdom,1
86,1,494.25,United Kingdom,0
302,2,307.02,United Kingdom,1
151,4,1981.06,United Kingdom,1
17,8,6493.54,United Kingdom,0
94,2,243.36,United Kingdom,1
30,11,12315.41,United Kingdom,0
157,3,682.29,United Kingdom,1
355,1,191.64,United Kingdom,1
46,1,157.62,United Kingdom,0
15,4,517.6899999999999,United Kingdom,0
4,15,2620.88,United Kingdom,0
86,1,127.2,United Kingdom,0
15,5,1159.4,United Kingdom,0
179,1,98.25,United Kingdom,1
8,4,1281.32,United Kingdom,0
36,3,587.15,United Kingdom,0
129,2,1392.0,United Kingdom,1
51,1,1393.06,United Kingdom,0
312,1,178.22,United Kingdom,1
24,2,384.39,United Kingdom,0
303,2,360.81,United Kingdom,1
11,1,127.86,United Kingdom,0
17,3,568.24,United Kingdom,0
49,3,488.2,United Kingdom,0
239,2,291.23,United Kingdom,1
1,11,4457.68,United Kingdom,0
13,8,4758.36,United Kingdom,0
238,1,167.55,United Kingdom,1
23,8,1878.87,United Kingdom,0
73,4,449.06,United Kingdom,0
17,3,418.4,United Kingdom,0
41,8,1337.18,United Kingdom,0
40,4,646.92,United Kingdom,0
219,2,495.77,United Kingdom,1
199,3,400.1,United Kingdom,1
71,2,203.2,United Kingdom,0
24,20,4058.32,United Kingdom,0
11,1,402.52,United Kingdom,0
9,29,11422.53,United Kingdom,0
65,1,65.35000000000001,United Kingdom,0
4,1,193.39000000000001,United Kingdom,0
19,2,336.4,United Kingdom,0
15,1,256.11,United Kingdom,0
8,6,1954.26,United Kingdom,0
20,2,746.81,United Kingdom,0
78,4,562.6800000000001,United Kingdom,0
1,34,29546.98,United Kingdom,0
164,2,356.16,United Kingdom,1
307,2,395.27,United Kingdom,1
219,1,134.75,United Kingdom,1
39,8,7044.55,United Kingdom,0
22,2,679.41,United Kingdom,0
115,3,653.38,United Kingdom,1
126,5,2095.84,United Kingdom,1
5,13,2613.7999999999997,United Kingdom,0
36,1,263.92,United Kingdom,0
4,15,21470.66,Sweden,0
1,3,1029.41,United Kingdom,0
333,3,1676.27,United Kingdom,1
163,1,32.65,United Kingdom,1
185,2,771.85,United Kingdom,1
16,5,1210.72,United Kingdom,0
12,3,778.94,United Kingdom,0
3,7,1258.06,United Kingdom,0
44,2,166.0,United Kingdom,0
80,1,332.74,United Kingdom,0
30,7,6893.42,United Kingdom,0
42,2,463.46000000000004,United Kingdom,0
11,12,4156.52,United Kingdom,0
50,3,591.83,United Kingdom,0
16,6,1970.01,United Kingdom,0
46,2,698.41,United Kingdom,0
19,2,759.17,United Kingdom,0
8,6,4871.26,United Kingdom,0
72,1,100.8,United Kingdom,0
1,28,16866.24,United Kingdom,0
128,3,524.9200000000001,United Kingdom,1
33,2,265.76,United Kingdom,0
313,1,403.3,United Kingdom,1
18,2,365.76,United Kingdom,0
88,1,303.15999999999997,United Kingdom,0
2,7,2373.82,United Kingdom,0
2,2,216.29999999999998,United Kingdom,0
254,1,388.45000000000005,United Kingdom,1
157,3,186.42000000000002,United Kingdom,1
37,6,2246.56,United Kingdom,0
220,1,127.2,Canada,1
148,3,2369.27,Canada,1
177,2,120.9,United Kingdom,1
40,2,541.53,United Kingdom,0
2,7,2517.51,United Kingdom,0
8,46,78822.28,United Kingdom,0
1,7,1721.9,United Kingdom,0
18,2,486.71999999999997,United Kingdom,0
192,4,517.53,United Kingdom,1
204,1,131.7,United Kingdom,1
365,1,249.86,United Kingdom,1
127,5,1676.5,United Kingdom,1
15,1,316.5,United Kingdom,0
43,2,657.3,United Kingdom,0
94,6,622.4300000000001,United Kingdom,1
23,3,735.82,United Kingdom,0
60,2,675.69,United Kingdom,0
16,5,1874.16,United Kingdom,0
158,1,283.0,United Kingdom,1
10,2,753.28,United Kingdom,0
10,2,137.0,United Kingdom,0
16,5,1870.97,United Kingdom,0
45,5,1125.07,United Kingdom,0
191,3,697.54,United Kingdom,1
79,1,194.37,United Kingdom,0
78,1,511.82,United Kingdom,0
4,4,1255.59,United Kingdom,0
65,3,414.04,United Kingdom,0
261,1,396.87,United Kingdom,1
59,2,376.64,United Kingdom,0
1,7,2092.32,United Kingdom,0
1,10,3499.9900000000002,United Kingdom,0
248,1,374.57,United Kingdom,1
8,2,497.56,United Kingdom,0
359,1,266.05,United Kingdom,1
76,1,272.22,United Kingdom,0
290,1,622.88,United Kingdom,1
17,3,227.34999999999997,United Kingdom,0
221,2,288.6,United Kingdom,1
9,4,689.1,United Kingdom,0
3,2,558.96,United Kingdom,0
206,9,2993.0299999999997,United Kingdom,1
162,2,1145.84,United Kingdom,1
76,1,302.2,United Kingdom,0
262,2,605.58,United Kingdom,1
281,1,387.31,Greece,1
58,8,6083.64,United Kingdom,0
25,1,308.48,United Kingdom,0
3,31,85335.24,United Kingdom,0
29,10,2754.35,United Kingdom,0
72,1,513.2,United Kingdom,0
128,1,208.65,United Kingdom,1
31,4,639.02,United Kingdom,0
15,5,754.88,United Kingdom,0
309,1,153.94,United Kingdom,1
17,6,1844.02,United Kingdom,0
54,1,544.81,United Kingdom,0
30,3,723.2099999999999,United Kingdom,0
2,5,1070.71,United Kingdom,0
11,4,532.68,United Kingdom,0
361,1,145.0,United Kingdom,1
360,1,422.70000000000005,United Kingdom,1
5,4,1195.8999999999999,United Kingdom,0
54,4,939.37,United Kingdom,0
1,8,3533.7,United Kingdom,0
1,10,2335.12,United Kingdom,0
190,1,296.7,United Kingdom,1
54,1,223.36,United Kingdom,0
280,1,164.4,United Kingdom,1
177,1,76.5,United Kingdom,1
30,2,887.67,United Kingdom,0
26,1,98.42,United Kingdom,0
25,2,578.9,United Kingdom,0
270,1,171.25,United Kingdom,1
43,3,642.62,United Kingdom,0
234,1,103.3,United Kingdom,1
24,2,148.86,United Kingdom,0
197,3,267.16,United Kingdom,1
359,1,290.34,United Kingdom,1
60,4,930.41,United Kingdom,0
130,1,387.6,United Kingdom,1
1,5,1893.45,United Kingdom,0
20,2,480.31,United Kingdom,0
206,1,157.9,United Kingdom,1
14,3,541.46,United Kingdom,0
95,4,854.95,United Kingdom,1
19,1,165.12,United Kingdom,0
14,7,1122.38,United Kingdom,0
24,3,454.01,United Kingdom,0
8,2,869.77,United Kingdom,0
7,8,4273.48,United Kingdom,0
332,1,344.14,United Kingdom,1
50,4,1425.05,United Kingdom,0
71,4,226.75000000000003,United Kingdom,0
29,3,380.6,United Kingdom,0
243,1,185.65,United Kingdom,1
8,19,3560.83,United Kingdom,0
218,1,143.45999999999998,United Kingdom,1
5,3,448.90000000000003,United Kingdom,0
253,3,215.72,United Kingdom,1
1,25,10661.14,United Kingdom,0
236,1,175.27,United Kingdom,1
7,2,1242.3,United Kingdom,0
109,4,1122.08,United Kingdom,1
100,3,1222.8,United Kingdom,1
60,4,2383.17,United Kingdom,0
2,3,1465.97,United Kingdom,0
73,7,2203.67,United Kingdom,0
4,5,3923.86,United Kingdom,0
85,2,993.18,United Kingdom,0
12,2,386.69,United Kingdom,0
23,7,2712.4,United Kingdom,0
214,1,1984.0900000000001,United Kingdom,1
18,1,160.47,United Kingdom,0
239,1,116.00999999999999,United Kingdom,1
2,6,5054.42,United Kingdom,0
78,1,174.62,United Kingdom,0
217,2,309.36,United Kingdom,1
33,2,191.99,United Kingdom,0
41,5,1101.78,United Kingdom,0
7,15,3961.12,United Kingdom,0
53,6,2064.13,United Kingdom,0
23,14,4544.55,United Kingdom,0
57,1,386.32,United Kingdom,0
130,3,329.6,United Kingdom,1
174,3,550.8,United Kingdom,1
6,3,855.28,United Kingdom,0
312,1,214.37,United Kingdom,1
60,1,81.44,United Kingdom,0
21,3,1379.9,United Kingdom,0
33,1,527.0500000000001,United Kingdom,0
15,2,843.48,United Kingdom,0
18,4,2020.4,United Kingdom,0
81,1,75.75,United Kingdom,0
6,8,1812.95,United Kingdom,0
170,2,476.59999999999997,United Kingdom,1
2,3,526.33,United Kingdom,0
31,4,1324.84,United Kingdom,0
36,9,2358.59,United Kingdom,0
19,1,285.56,United Kingdom,0
31,2,547.0600000000001,United Kingdom,0
276,1,108.5,United Kingdom,1
87,1,621.66,United Kingdom,0
120,2,712.29,United Kingdom,1
373,1,101.55,United Kingdom,1
1,11,2895.64,United Kingdom,0
219,3,1008.39,United Kingdom,1
65,1,131.06,United Kingdom,0
61,4,1797.5,United Kingdom,0
138,1,866.49,United Kingdom,1
21,1,166.08,United Kingdom,0
12,10,3957.8,United Kingdom,0
25,12,4865.57,United Kingdom,0
37,4,976.27,United Kingdom,0
277,1,117.55,United Kingdom,1
11,7,2592.94,United Kingdom,0
73,5,1674.69,United Kingdom,0
26,2,595.42,United Kingdom,0
17,12,2966.76,United Kingdom,0
141,1,178.75,United Kingdom,1
26,7,1755.91,United Kingdom,0
19,2,604.64,United Kingdom,0
4,2,728.16,United Kingdom,0
66,5,2055.51,United Kingdom,0
1,2,347.75,United Kingdom,0
43,7,3406.7200000000003,United Kingdom,0
228,1,205.7,United Kingdom,1
16,4,1514.71,United Kingdom,0
50,2,3172.17,United Kingdom,0
2,6,1594.97,United Kingdom,0
74,2,525.6,United Kingdom,0
1,31,20362.23,United Kingdom,0
4,6,1371.18,United Kingdom,0
2,30,16333.38,United Kingdom,0
264,1,298.11,United Kingdom,1
53,2,1967.1100000000001,United Kingdom,0
24,1,184.4,United Kingdom,0
10,6,2473.33,United Kingdom,0
44,1,239.41,United Kingdom,0
17,7,3155.83,United Kingdom,0
7,7,5735.46,United Kingdom,0
30,15,4276.6,United Kingdom,0
358,2,290.40000000000003,United Kingdom,1
127,4,740.9399999999999,United Kingdom,1
137,1,200.47,United Kingdom,1
142,1,283.12,United Kingdom,1
132,2,765.34,United Kingdom,1
38,8,2285.71,United Kingdom,0
236,1,338.95,United Kingdom,1
261,1,154.95,United Kingdom,1
17,4,2532.64,United Kingdom,0
253,1,417.95,United Kingdom,1
30,4,1824.37,United Kingdom,0
35,3,798.74,United Kingdom,0
169,2,885.19,United Kingdom,1
3,9,1823.52,United Kingdom,0
4,17,10329.19,United Kingdom,0
185,2,152.4,United Kingdom,1
188,2,263.33,United Kingdom,1
170,1,102.45,United Kingdom,1
11,2,385.1,United Kingdom,0
45,1,472.90999999999997,United Kingdom,0
321,1,153.0,United Kingdom,1
201,1,102.0,United Kingdom,1
23,11,5651.99,United Kingdom,0
232,1,139.35,United Kingdom,1
38,15,5386.04,United Kingdom,0
26,4,1161.94,United Kingdom,0
96,4,2420.04,United Kingdom,1
127,6,2695.4000000000005,United Kingdom,1
71,3,1033.0,United Kingdom,0
16,11,3437.38,United Kingdom,0
15,1,1060.25,United Kingdom,0
4,3,2868.01,United Kingdom,0
3,13,5298.4800000000005,United Kingdom,0
79,4,1222.11,United Kingdom,0
373,1,303.97,United Kingdom,1
39,2,692.19,United Kingdom,0
54,3,700.63,United Kingdom,0
2,19,13110.02,United Kingdom,0
9,3,352.44,United Kingdom,0
9,2,168.24,United Kingdom,0
19,4,1873.05,United Kingdom,0
12,7,2791.35,United Kingdom,0
113,2,338.11,United Kingdom,1
4,6,2318.8,United Kingdom,0
240,1,110.25,United Kingdom,1
113,1,71.4,United Kingdom,1
178,2,672.52,United Kingdom,1
5,9,1710.45,United Kingdom,0
359,1,50.4,United Kingdom,1
1,5,1668.97,United Kingdom,0
1,30,5427.79,United Kingdom,0
19,8,3407.2000000000003,United Kingdom,0
17,3,819.96,United Kingdom,0
22,2,287.59,United Kingdom,0
33,1,712.78,United Kingdom,0
263,1,15.0,United Kingdom,1
51,2,770.55,United Kingdom,0
159,3,367.63,United Kingdom,1
15,1,271.2,United Kingdom,0
8,3,2078.9,United Kingdom,0
13,10,3954.03,United Kingdom,0
199,5,1143.27,United Kingdom,1
57,2,245.81,United Kingdom,0
11,2,173.45,United Kingdom,0
97,4,1212.73,United Kingdom,1
255,1,56.4,United Kingdom,1
25,3,647.56,United Kingdom,0
21,3,650.32,United Kingdom,0
159,2,188.02,United Kingdom,1
72,2,283.47,United Kingdom,0
53,1,131.94,United Kingdom,0
85,2,266.85,United Kingdom,0
153,4,1817.54,United Kingdom,1
74,2,1117.9,United Kingdom,0
281,1,225.9,United Kingdom,1
27,14,1962.3,United Kingdom,0
30,1,106.1,United Kingdom,0
25,1,298.34,United Kingdom,0
180,2,340.83,United Kingdom,1
40,4,690.0,United Kingdom,0
22,3,780.43,United Kingdom,0
